Voter_ID,Project_ID,Title,Vote,Funded,Amount_Paid_CHF,Budget_Before_Step_CHF,Budget_After_Step_CHF,Voter_Endowment,Individual_Outcome_Reason_DE,Individual_Outcome_Reason_EN
FJR,048,Festival Resonanz,Ja,Yes,1140.86,1140.86,0.0,7498.0,,
FJR,004,Ausstellung Zwischenräume,Ja,No,0.0,0.0,0.0,7498.0,"FJR, das Projekt 'Ausstellung Zwischenräume' (004) kostet 23100 CHF und wurde nur von 6 Personen unterstuetzt. Dein persoenliches Budget ist bereits bei 0.0 CHF, also kannst du selber nichts mehr dazu beitragen. In diesem Verfahren werden zuerst Projekte mit vielen Unterstuetzerinnen und Unterstuetzern und einer passenden Kosten-Nutzen-Relation finanziert. Weil dieses Projekt vergleichsweise teuer ist (23100 CHF) und nur 6 Unterstuetzer hat, reicht es im Gesamtvergleich nicht, um in die gefoerderte Auswahl zu kommen. Darum wurde es vom MES am Schluss nicht finanziert.","FJR, the project 'Ausstellung Zwischenräume – Accompanying projects for youth, culture and social awareness' (004) costs 23100 CHF and was supported by only 6 people. Your personal budget is already at 0.0 CHF, so you cannot contribute to it anymore. In this process, projects with more supporters and a better fit between cost and support are funded first. Because this project is relatively expensive (23100 CHF) and has only 6 supporters, it did not score high enough compared with other projects to be funded. That is why it was not financed by the MES."
FJR,098,Migrationsstimmen Archiv,EherJa,No,0.0,0.0,0.0,7498.0,"Ds Projekt 'Migrationsstimmen Archiv' (098) het 15000 CHF koschtet und nume 7 Mitträgerinne und Mitträger gha. Will dis verblibends Budget scho bi 0.0 CHF gsi isch, hesch du nüm chönne Gäud zueäweise. Ohni frei Mittel im Budget cha s MES s Projekt nöd finanzierä, au wenn d Idee spannend isch.","The project 'Migrationsstimmen Archiv' (098) cost 15000 CHF and had support from only 7 people. Since your remaining budget was already 0.0 CHF, you could not allocate any money to it. With no funds left in your budget, the MES could not finance this project, even if the idea is interesting."
FJR,135,Tischtennis meets Kunst,Ja,No,0.0,0.0,0.0,7498.0,"FJR, das Projekt 'Tischtennis meets Kunst' (135) kostet 8000 CHF, hatte aber nur 5 Unterstuetzerinnen und Unterstuetzer. Dein eigenes Budget ist bereits bei 0.0 CHF, du kannst also gar nichts mehr dazu beitragen. Weil das Projekt gleichzeitig recht teuer ist und nur sehr wenige Leute es mittragen, hat es im Vergleich zu anderen Projekten zu wenig Rueckenwind bekommen und wurde darum von der MES nicht finanziert.","FJR, the project 'Tischtennis meets Kunst' (135) costs 8000 CHF but had only 5 supporters. Your personal budget is already at 0.0 CHF, so you cannot contribute anything to it. Because the project is relatively expensive and has support from very few people compared with other projects, it did not get enough backing overall and therefore was not funded by the MES."
FJR,029,Projektfläche 27,EherJa,No,0.0,0.0,0.0,7498.0,"Das Projekt 'Projektfläche 27' (029) kostet 30000 CHF und hat 6 Unterstuetzerinnen und Unterstuetzer. Es wurde vom MES nicht finanziert, weil dein persoenliches Budget bereits bei 0.0 CHF war und du damit keinen Beitrag mehr konntest zuweisen. Ohne genug Stimmen und Budget von den Teilnehmenden reichen weder die 6 Personen noch die 30000 CHF Kosten in den verfuegbaren Mitteln Platz – darum konnte das Projekt nicht beruecksichtigt werden.","The project 'Projektfläche 27' (029) costs 30000 CHF and has 6 supporters. It was not funded by MES because your personal budget was already at 0.0 CHF, so you could not allocate any funds to it. Without enough votes and available money from participants, the 6 supporters and the 30000 CHF cost did not fit into the limited budget – that is why the project could not be selected."
FJR,069,Error Bloom,EherJa,No,0.0,0.0,0.0,7498.0,"Liebe FJR, d Projekt 'Error Bloom' (069) het 5000 CHF koschtet und nume 4 Supporter gha. I dim Budget isch zum Ziitpunkt vo de Vergab kei Geld meh frei gsi (dini verblibendi Budget isch bi 0.0 CHF gstande). Drum hesch du s Projekt nöd chöne mitfinanzierä, und will au insgesamt zwenig Unterstützig und s Verhältnis vo Choschte zu Unterstützer nöd überzüegend gsi isch, isch s am Schluss vom MES nöd finanziert worde.","Dear FJR, the project 'Error Bloom' (069) cost 5000 CHF and had only 4 supporters. At the time of allocation, you had no money left in your voter budget (your remaining budget was 0.0 CHF). Because of this, you could not help fund the project, and since there was also little overall support and the cost per supporter was high, the MES did not fund it in the end."
FJR,142,Latin-Sounds,EherJa,No,0.0,0.0,0.0,7498.0,"Das Projekt 'Latin-Sounds' (142) kostet 39500 CHF, wurde aber nur von 5 Personen unterstuetzt. Im MES-System brauchte es genug Unterstuetzung und genug verfuegbares Budget von den Stimmberechtigten. Bei dir ist das Budget bereits auf 0.0 CHF, also konntest du nichts mehr zu diesem Projekt geben. Insgesamt reichten damit weder die 5 Unterstuetzer noch die vorhandenen Gelder aus, darum wurde 'Latin-Sounds' nicht finanziert.","The project 'Latin-Sounds' (142) costs 39500 CHF, but it was supported by only 5 people. In the MES system, a project needs enough backing and enough available voter budget to be funded. Your personal budget is already 0.0 CHF, so you could not allocate anything to this project. Overall, the 5 supporters and the available funds were not enough to cover 39500 CHF, so 'Latin-Sounds' was not funded."
FJR,038,Arbeitsbilder,EherJa,No,0.0,0.0,0.0,7498.0,"Liebe FJR, das Projekt 'Arbeitsbilder' (038) kostet 26670 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Gleichzeitig ist dein persoenliches Budget bereits bei 0.0 CHF, du konntest also nichts mehr zu diesem Projekt beitragen. Weil es damit insgesamt zu wenig finanzielle Unterstuetzung erhalten hat, konnte es vom MES nicht beruecksichtigt und nicht finanziert werden.","Dear FJR, the project 'Vitodurum Vignettes – Winterthur Working Worlds' (038) costs 26670 CHF and had only 4 supporters. At the same time, your personal budget is already at 0.0 CHF, so you could not add anything more to this project. Because the project did not receive enough overall financial support, it could not be considered and was not funded by the MES."
FJR,024,Montagskonzerte,EherJa,No,0.0,0.0,0.0,7498.0,"Das Projekt 'Montagskonzerte ' (024) kostet 7000 CHF und hatte nur 4 Unterstuetzerinnen und Unterstuetzer. Beim Entscheidungsprozess wurden zuerst Projekte mit mehr Zuspruch beruecksichtigt. Ausserdem ist dein persoenliches Budget bereits bei 0.0 CHF, du kannst das Projekt also nicht mehr mit deinem Budget mitfinanzieren. Darum wurde 'Montagskonzerte ' (024) vom MES nicht gefoerdert.","The project 'Montagskonzerte ' (024) costs 7000 CHF and had only 4 supporters. In the decision process, projects with more support were funded first. In addition, your personal budget is already at 0.0 CHF, so you can no longer co-fund this project from your budget. For these reasons, 'Montagskonzerte ' (024) was not funded by the MES."
FJR,114,Zuhörraum,EherJa,No,0.0,0.0,0.0,7498.0,"Liebe FJR, das Projekt ""Zuhörraum"" (114) mit einem Budget von 25000 CHF und nur 3 Unterstuetzer:innen konnte vom MES nicht beruecksichtigt werden. Zum einen ist dein persoenliches Budget bereits auf 0.0 CHF, du kannst diesem Projekt also keinen Beitrag mehr zuweisen. Zum anderen hatte das Projekt sehr wenig Unterstuetzung (nur 3 Personen), wodurch es im Vergleich zu anderen, staerker getragenen Projekten zurueckstand. Darum bekam es am Schluss keine Mittel aus dem MES.","Dear FJR, the project ""Zuhörraum"" (114), with a budget of 25000 CHF and only 3 supporters, could not be funded by the MES. Your personal budget was already at 0.0 CHF, so you were no longer able to allocate any money to this project. In addition, the project had very little support overall (only 3 people), so it ranked behind other projects that had more backing. For these reasons, it did not receive MES funding."
FJR,115,Wir sind viele,EherJa,No,0.0,0.0,0.0,7498.0,"Projekt 115 'Wir sind viele' het 20000 CHF koschtet, aber nume 4 Unterschrifte übercho. S bescheideni Budget vom MES isch sachgerecht uff Projekt verdeilt worde, wo meh Unterstützig gha händ. Will din verblibendi Budgetbetrag 0.0 CHF isch und s Projekt wäg de sehr geringe 4 Unterstützer nöd gnueg Rückhalt gha het, isch kei Gäld meh druuf verteilt worde. Drum isch 'Wir sind viele' (115) am Schluss nöd finanziert worde.","Project 115 'Wir sind viele' cost 20000 CHF but had only 4 supporters. The limited MES budget was allocated to projects with broader support. Since your remaining budget is 0.0 CHF and this project had only 4 supporters, it did not have enough backing to receive funding. Therefore, 'Wir sind viele' (115) was ultimately not funded."
FJR,042,Heftlabor,EherJa,No,0.0,0.0,0.0,7498.0,"Das Projekt 'Heftlabor' (042) kostet 10400 CHF und hat 3 supporters. Din Budget isch aber scho ufgebraucht (du hesch 0.0 CHF übrige). Dr MES het s Projekt nöd finanziert, will s im Verglich zu andere Iigab mit meh Unterstützig und besserer Abdeckig vom zur Verfüegig stehende Budget weniger Priorität gha het. Mit so wänig supporters und de vorhandene Mittel sind zuerst Projekt bevorzugt worde, wo meh Nachfrage und e grössere Wärkig uf d Gmeinschaft haa.","The project 'Heftlabor' (042) costs 10400 CHF and has 3 supporters. Your budget is already used up (you have 0.0 CHF left). MES did not fund this project because, compared to other proposals with more support and a better fit to the available budget, it had lower priority. With only 3 supporters and limited funds, projects with higher demand and a larger impact on the community were funded first."
FJR,097,Auf der Station,EherJa,No,0.0,0.0,0.0,7498.0,"FJR, s Projekt 'Auf der Station' (097) het 13000 CHF koschtet, aber nume 7 Unterstützer gha. Will dis persöndlichs Budget scho vollständig ufbroot isch (0.0 CHF) und au generell wenig Lüüt mitgmacht hend, isch s im Verglich zue andere Projekt weniger priorisiert worde. Drum het s MES das Projekt nöd finanziert.","FJR, the project 'Auf der Station' (097) cost 13000 CHF but had only 7 supporters. Since your personal budget was already fully used (0.0 CHF) and overall very few people backed it, it was a lower priority compared to other projects. That is why the MES did not fund this project."
FJR,070,Play Grid,Ja,No,0.0,0.0,0.0,7498.0,"Liebe FJR, das Projekt 'Play Grid' (070) kostet 8000 CHF und hat 5 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget ist aber bereits bei 0.0 CHF. Darum konntest du diesem Projekt kein Geld mehr zuteilen, und es wurde von dir nicht mitfinanziert.","Dear FJR, the project 'Play Grid' (070) costs 8000 CHF and has 5 supporters. However, your personal budget is already at 0.0 CHF. That means you could not allocate any money to this project, and it was therefore not funded by you."
FJR,106,Installation Himmel und Erde,EherJa,No,0.0,0.0,0.0,7498.0,"FJR, das Projekt 'Installation Himmel und Erde' (106) kostet 14000 CHF und hat nur 2 Unterstuetzerinnen und Unterstuetzer. Du hast selber kein Budget mehr uebrig (0.0 CHF), darum kannst du nichts mehr dazu beitragen. Weil das Projekt zudem sehr teuer ist im Vergleich zu der kleinen Anzahl von 2 Leuten, die es unterstuetzen, reicht die Kombination aus Kosten und geringer Unterstuetzung nicht aus, damit es vom MES finanziert wird.","FJR, the project 'Installation Himmel und Erde' (106) costs 14000 CHF and has only 2 supporters. You also have no remaining budget (0.0 CHF), so you cannot contribute anything more to it. Because the project is quite expensive compared to the very small number of 2 people supporting it, this combination of high cost and low support is not enough for the MES to fund the project."
DNW,051,Förderpool Kultur,EherJa,Yes,250.0,7498.0,7248.0,7498.0,,
DNW,109,Musikfestival auf dem Hügel,Ja,Yes,857.14,7248.0,6390.86,7498.0,,
DNW,108,Märcheprogramm mit Musik,EherJa,Yes,1666.67,6390.86,4724.19,7498.0,,
DNW,096,Freies Theater Fuego,EherJa,Yes,4723.19,4724.19,1.0,7498.0,,
DNW,098,Migrationsstimmen Archiv,Ja,No,0.0,1.0,1.0,7498.0,"Du hast nur noch 1.0000000000009095 CHF in deinem Budget, aber das Projekt ""Migrationsstimmen Archiv"" (098) kostet 15000 CHF. Darum konntest du es nicht mehr unterstuetzen. Ausserdem hatte das Projekt nur 7 Unterstuetzerinnen und Unterstuetzer, was im Vergleich zu anderen Projekten eher wenig ist. Insgesamt reichte also weder dein persoenliches Budget noch die breite Unterstuetzung, damit das Projekt vom MES gefoerdert wurde.","You only had 1.0000000000009095 CHF left in your budget, but the project ""Migrationsstimmen Archiv"" (098) costs 15000 CHF. So you could not support it anymore. In addition, the project had only 7 supporters, which is quite few compared with other projects. Overall, neither your personal budget nor the broader support was sufficient for the project to be funded by the MES."
DNW,142,Latin-Sounds,EherJa,No,0.0,1.0,1.0,7498.0,"Du hesch nur no 1.0000000000009095 CHF im Budget gha, aber s Projekt `Latin-Sounds` (142) koschtet 39500 CHF. Das isch viel z’viel im Verglich zu dim restliche Budget gsi. Suechtig het s Projekt nume 5 Unterstützer gha. Mit so wenige Lüüt und so hohe Choschte im Verhältnis hät s MES priorisiert, dass dini letschte CHF eher für anderi, breiter abgstützti Projekt bruucht werde. Drum isch `Latin-Sounds` am Schluss nid finanziert worde.","You only had 1.0000000000009095 CHF left in your budget, but the project `Latin-Sounds` (142) cost 39500 CHF. That was far more than you had available. In addition, the project had only 5 supporters. With such a small number of backers and such high costs relative to your remaining funds, the MES prioritized using your last CHF on other projects with broader support. That is why `Latin-Sounds` was ultimately not funded."
DNW,038,Arbeitsbilder,EherJa,No,0.0,1.0,1.0,7498.0,Du hesch nur no 1.0000000000009095 CHF i dim Budget gha. S Projekt 'Arbeitsbilder' hätt aber 26670 CHF koschtet. Das isch viel z vill im Verglich zu dim verblibene Budget gsi. Zudem händ nur 4 Unterstützerinne und Unterstützer für das Projekt gstimmt. Mit so wänig Budget und nur 4 Supporter isch s Projekt drum nöd zum Zug cho.,"You only had 1.0000000000009095 CHF left in your budget. The project 'Arbeitsbilder' would have cost 26670 CHF. This was far more than you still had available. In addition, only 4 supporters voted for the project. With so little remaining budget and just 4 supporters, the project could not be funded."
DNW,115,Wir sind viele,EherJa,No,0.0,1.0,1.0,7498.0,"Du haesch fuer d Initiativi 'Wir sind viele' (115) mit 20000 CHF und 4 supporters leider nümme gnueg Budget gha. Din verblibender Budgetbetrag isch nume no 1.0000000000009095 CHF gsi. Will s Projekt 20000 CHF bruucht, hätts diis Budget weit ueberschritte. Drum hät s MES diini Stim fuer das Projekt nid als finanziell machbar aaluege chönne und hets nid finanziert.","You could not fund the initiative 'Wir sind viele' (115) with 20000 CHF and 4 supporters because you did not have enough budget left. Your remaining budget was only 1.0000000000009095 CHF. Since the project requires 20000 CHF, it would have exceeded your available budget by a large margin. Therefore, the MES treated your support for this project as not financially feasible and it was not funded."
DNW,097,Auf der Station,EherJa,No,0.0,1.0,1.0,7498.0,"Projekt 'Auf der Station' (097) het 13000 CHF koschtet und nume 7 Unterstützer gha. Din verblibender Budgetbetrag isch 1.0000000000009095 CHF gsi. Das het nid glangt, zum die 13000 CHF z decke, drum isch s Projekt vom MES nid finanziert worde.","The project 'Auf der Station' (097) cost 13000 CHF and had only 7 supporters. Your remaining budget was 1.0000000000009095 CHF. This was not enough to cover the 13000 CHF, so the MES did not fund this project."
DNW,070,Play Grid,EherJa,No,0.0,1.0,1.0,7498.0,"Das Projekt 'Play Grid' (070) kostet 8000 CHF und hatte 5 Unterstuetzerinnen und Unterstuetzer. In der MES-Auswertung reichen so wenige Stimmen oft nicht, vor allem wenn andere Projekte mit aehnlichen oder tieferen Kosten deutlich mehr Zuspruch hatten. Zudem ist dein eigenes uebrigenes Budget von 1.0000000000009095 CHF viel zu klein im Vergleich zu den 8000 CHF, die es fuer dieses Projekt gebraucht haette. Darum konnte es im Gesamtvergleich nicht beruecksichtigt werden und wurde nicht finanziert.","The project 'Play Grid' (070) costs 8000 CHF and had 5 supporters. In the MES evaluation, such a low number of backers is usually not enough, especially when other projects with similar or lower costs received much more support. In addition, your own remaining budget of 1.0000000000009095 CHF is far too small compared with the 8000 CHF needed for this project. For these reasons, it did not perform well enough in the overall comparison and was not funded."
MVO,051,Förderpool Kultur,Ja,Yes,500.0,7498.0,6998.0,7498.0,,
MVO,109,Musikfestival auf dem Hügel,Ja,Yes,857.14,6998.0,6140.86,7498.0,,
MVO,001,Nebelphase,Ja,Yes,1333.33,6140.86,4807.52,7498.0,,
MVO,108,Märcheprogramm mit Musik,EherJa,Yes,1666.67,4807.52,3140.86,7498.0,,
MVO,054,Herbststück 27,EherJa,Yes,1000.0,3140.86,2140.86,7498.0,,
MVO,119,Bandprojekt GOAT,Ja,Yes,980.0,2140.86,1160.86,7498.0,,
MVO,004,Ausstellung Zwischenräume,Ja,No,0.0,1160.86,1160.86,7498.0,"Projekt 004 'Ausstellung Zwischenräume' wurde nicht finanziert, weil dein ubrig bleibendes Budget von 1160.8571428571431 CHF deutlich kleiner ist als die Projektkosten von 23100 CHF. Zudem hatte das Projekt nur 6 Unterstuetzerinnen und Unterstuetzer und konkurrierte mit anderen Vorhaben, die entweder mehr Zustimmung erhielten oder besser ins verfuegbare Budget passten.","Project 004 'Ausstellung Zwischenräume – Accompanying projects for youth, culture and social awareness' was not funded because your remaining budget of 1160.8571428571431 CHF is far below the project cost of 23100 CHF. In addition, the project had only 6 supporters and was competing with other proposals that either had more support or fit better within the available budget."
MVO,098,Migrationsstimmen Archiv,Ja,No,0.0,1160.86,1160.86,7498.0,"D Projekt 'Migrationsstimmen Archiv' (098) het 15000 CHF koschtet und nume 7 Unterstuetzer gha. Du als Stimmbuerger MVO gha hesch am Schluss nur no 1160.8571428571431 CHF i dim Budget. Das isch viel z'wienig im Verglach zu de Projektkoschte vo 15000 CHF. Drum het s MES dis Projekt mit dine verfuegbarä Mittel nöd cha finanziere, und es isch nöd beruecksichtiget worde.","The project 'Migrationsstimmen Archiv' (098) cost 15000 CHF and had support from only 7 people. As voter MVO, you had only 1160.8571428571431 CHF left in your budget in the end. That is far too little compared to the project cost of 15000 CHF. Therefore, with your available funds, MES could not finance this project, and it was not selected for funding."
MVO,135,Tischtennis meets Kunst,Ja,No,0.0,1160.86,1160.86,7498.0,"Das Projekt 'Tischtennis meets Kunst' (135) kostet 8000 CHF und wird nur von 5 Personen unterstuetzt. Damit ist es im Vergleich zu anderen Projekten relativ teuer pro Person, die davon begeistert ist. Ausserdem reicht dein restliches Budget von 1160.8571428571431 CHF nicht aus, um ein Projekt fuer 8000 CHF zu finanzieren. Darum wurde dieses Projekt vom MES nicht beruecksichtigt.","The project 'Tischtennis meets Kunst' (135) costs 8000 CHF and is supported by only 5 people. Compared to other projects, this makes it quite expensive per person who supports it. In addition, your remaining budget of 1160.8571428571431 CHF is not enough to fund a project that costs 8000 CHF. That is why this project was not funded by the MES."
MVO,074,Objektstudie Tisch,EherJa,No,0.0,1160.86,1160.86,7498.0,"Das Projekt 'Objektstudie Tisch' (074) kostet 9692 CHF und hatte 5 Unterstuetzerinnen und Unterstuetzer. Damit dieses Projekt von deinem persoenlichen Budget haette finanziert werden koennen, haette dein restliches Budget mindestens 9692 CHF betragen muessen. Dein restliches Budget war aber nur 1160.8571428571431 CHF. Darum konnte das Projekt mit deinen Mitteln nicht mehr beruecksichtigt werden, auch wenn es unterstuetzt wurde.","The project 'Objektstudie Tisch' (074) costs 9692 CHF and had 5 supporters. For this project to be funded from your personal budget, your remaining budget would have needed to be at least 9692 CHF. However, your remaining budget was only 1160.8571428571431 CHF. Therefore, the project could not be funded with your available funds, even though it had some support."
MVO,029,Projektfläche 27,EherJa,No,0.0,1160.86,1160.86,7498.0,"Das Projekt 'Projektfläche 27' (029) kostet 30000 CHF und hat 6 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbleibenden Budget von 1160.8571428571431 CHF kann dein persoenlicher Beitrag leider nicht genug zum Gesamtbetrag beitragen, damit das Projekt im Vergleich zu anderen Projekten ausreichend getragen wird. Darum wurde es vom MES in dieser Runde nicht beruecksichtigt.","The project 'Projektfläche 27' (029) costs 30000 CHF and has 6 supporters. With your remaining budget of 1160.8571428571431 CHF, your personal contribution is unfortunately not enough to help reach the total needed amount in a way that makes this project competitive against others. For this reason, it was not funded by the MES in this round."
