Rank,Popularity_Rank,Project_ID,Title,Cost_CHF,Total_Utility,Support_Count,Mean_Score,MES_Rho,MES_Winner,Greedy_Winner,Method_Agreement,Unified_Explanation_Version,Unified_Explanation_DE,Unified_Explanation_EN,Qualitative_Rationale_DE,Qualitative_Rationale_EN,Algorithmic_Rationale_DE,Algorithmic_Rationale_EN,Vote_Ja,Vote_EherJa,Vote_EherNein,Vote_Nein,supporter_budget_at_consideration,Efficiency
11,11,057,In voller Blüte,11920,6,5,0.571,,No,No,Agree,3,"Zu «In voller Blüte» wurde positiv hervorgehoben, dass das Projekt inklusiv ist und den Austausch zwischen verschiedenen Bevölkerungsgruppen fördert; gleichzeitig wurde kritisch gefragt, ob es eher Sozialhilfe als Kulturprojekt ist und ob die kulturellen Ergebnisse der Workshops wirklich sichtbar sind. Das Projekt war mit 5 von 7 Unterstützerinnen und Unterstützern recht gut abgesichert, konnte aber nicht finanziert werden, weil ihr gemeinsames Budget von rund 6'866 CHF deutlich unter den benötigten 11'920 CHF lag.","People appreciated that «In voller Blüte» is inclusive and encourages exchange between different parts of the population, but some questioned whether it is more a social aid project than a cultural one and whether the cultural results of the workshops are really visible. The project had fairly strong support from 5 out of 7 people, but it was not funded because their combined budget of about CHF 6,866 was clearly below the required CHF 11,920.","Das Projekt 'In voller Blüte' (057) stösst mit 5 von 7 Stimmen auf eine sehr hohe, nahezu einhellige Zustimmung. Der durchschnittliche Score von 0.57 spiegelt diese positive Gesamtbewertung wider. In den Kommentaren wird einerseits kritisch angemerkt, dass das Projekt eher als Sozialhilfe- denn als Kulturprojekt wahrgenommen und der kulturelle Output der Workshops als schwer beurteilbar eingeschätzt wird. Andererseits wird hervorgehoben, dass das Projekt inklusiv ist und den Austausch zwischen verschiedenen Bevölkerungsgruppen foerdert. Insgesamt ueberwiegt klar die Zustimmung zum Projekt.","The project 'In voller Blüte' (057) receives very high, nearly unanimous support, with 5 out of 7 voters in favor. The mean score of 0.57 reflects this overall positive assessment. In the comments, one voter is critical, seeing it more as a social support initiative than a cultural project and finding the cultural outcomes of the workshops hard to evaluate. Another comment emphasizes that the project is inclusive and promotes exchange between different population groups. Overall, support for the project clearly predominates.","Ergebnis für «In voller Blüte» (057): Das Projekt wurde nicht durch MES finanziert. Seine 5 Supporter hatten zusammen ein Budget von 6865.63 CHF, was nicht ausreichte, um die benötigten 11920 CHF zu decken.","Outcome for ‘In voller Blüte’ (057): The project was not funded by MES. Its 5 supporters had a combined budget of 6865.63 CHF, which was not enough to cover the required 11920 CHF.",1,4,2,0,6865.627705627705,1986.67
12,14,062,Klangatlas,7500,6,5,0.429,,No,No,Agree,3,"Mehrere Personen fanden den Ansatz spannend, weil das Projekt im öffentlichen Raum stattfindet und für viele zugänglich wäre, andere empfanden das Konzept jedoch als noch zu wenig ausgearbeitet und hatten Mühe, sich die Umsetzung konkret vorzustellen. Insgesamt gab es recht viel Unterstützung (5 von 7), aber das gemeinsame Budget der Unterstützerinnen und Unterstützer reichte mit rund 6'650 CHF nicht aus, um die Projektkosten von 7'500 CHF zu decken, weshalb MES das Projekt nicht finanzierte.","Several people found the idea exciting because it would take place in public space and be accessible to many, but others felt the concept was still too unfinished and could not clearly picture how it would work in practice. Overall, support was fairly high (5 out of 7), but the supporters together only had about CHF 6,650 available, which was not enough to cover the CHF 7,500 project cost, so MES did not fund this project.","Die quantitativen Daten zeigen eine sehr hohe Zustimmung: 5 von 7 Abstimmenden unterstützen das Projekt, was auf eine fast geschlossene Zustimmung innerhalb der Gruppe hinweist. Die Kommentare schätzen besonders den offenen, öffentlichen Charakter und den spannenden konzeptionellen Ansatz. Gleichzeitig wird mehrfach betont, dass das Vorhaben inhaltlich und organisatorisch noch unausgereift wirkt: Unklar sind vor allem das genaue Konzept (wie das Erleben konkret aussieht, z.B. QR-Codes, Begleitung der Soundwalks) sowie Umfang und Orte der geplanten Konzerte. Insgesamt überwiegt jedoch die Zustimmung zum Projekt bei gleichzeitiger Erwartung einer deutlicheren Ausarbeitung und Praezisierung der Umsetzung.","The quantitative data indicate very high support: 5 out of 7 voters back the project, which reflects an almost unanimous approval within the group. Comments particularly value the public, accessible nature of the work and its intriguing conceptual approach. At the same time, several remarks stress that the project still appears underdeveloped in terms of content and organization: the concrete experience (e.g., use of QR codes, guided sound walks) as well as the number and locations of concerts remain unclear. Overall, support clearly predominates, accompanied by an expectation for a more thorough and precise elaboration of the implementation.","Das Projekt «Klangatlas» (062) wurde von MES nicht finanziert. Die 5 Supporter hatten zusammen ein Budget von 6652.81 CHF und damit zu wenig, um die erforderlichen 7500 CHF zu decken.","The project “Klangatlas” (062) was not funded by MES. Its 5 supporters had a combined budget of 6,652.81 CHF, which was not enough to cover the required 7,500 CHF.",1,4,1,1,6652.8138528138525,1250.0
13,9,117,Konzertreihe Tuba,15900,6,5,0.571,,No,No,Agree,3,"Viele fanden die Konzertreihe Tuba schön und wichtig, hatten aber Fragen: Unklar blieb, wie viele Konzerte genau geplant sind, und einige fanden den Zeit- und Kostenaufwand für Aufbau und Abbau sehr hoch im Verhältnis zur eher kleinen Location. Obwohl 5 von 7 Personen das Projekt unterstützten, reichte ihr gemeinsames Budget von rund 7'400 CHF nicht aus, um die beantragten 15'900 CHF zu decken, weshalb das Projekt im Verfahren nicht finanziert wurde.","Many people saw the Dialogplatz concerts as a nice and valuable idea, but had questions: It was unclear how many concerts are planned, and some felt the time and cost for setup and takedown seemed high for a rather small location. Even though 5 out of 7 people supported the project, their combined budget of about 7,400 CHF was not enough to cover the requested 15,900 CHF, so the project was not funded in the process.","Das Projekt 'Konzertreihe Tuba' stoesst mit 5 von 7 Stimmen auf eine sehr hohe, nahezu geschlossene Zustimmung. Die Gesamtbewertung ist moderat positiv (durchschnittlicher Score 0.57). In den Rueckmeldungen wird grundsaetzlich anerkannt, dass es sich um ein qualitativ sinnvolles Kulturangebot im oeffentlichen Raum an einem schoenen Ort handelt. Kritische Punkte betreffen vor allem den hohen geplanten Aufwand fuer Planung, Aufbau und Abbau im Verhaeltnis zur Groesse des Dialogplatzes sowie den Wunsch nach einer Reduktion des Budgets um rund 20 %. Zudem wird um Praezisierung der Anzahl Konzerte und um konkrete Veranstaltungsdaten (z.B. Monate) gebeten, insbesondere vor dem Hintergrund, dass das Projekt bereits im Vorjahr gefoerdert wurde. Insgesamt ueberwiegt aber klar die Zustimmung, verbunden mit dem Wunsch nach Nachschaerfung von Budget, Zeitaufwand und Planungstransparenz.","The project 'Konzertreihe Tuba' receives very high, nearly unanimous support, with 5 out of 7 voters in favour. The overall rating is moderately positive (mean score 0.57). Feedback generally acknowledges that this is a meaningful cultural offering in a pleasant public space. Critical remarks focus mainly on the relatively high planned effort for planning, setup, and dismantling compared to the size of the venue, with a suggestion to reduce the budget by around 20%. There are also requests to clarify the exact number of concerts and to provide concrete event dates (e.g. specific months), especially given that the project already received funding last year. Overall, approval clearly dominates, with voters asking primarily for adjustments to the budget, time investment, and planning transparency.",Ergebnis für «Konzertreihe Tuba» (117): Das Projekt wurde vom MES nicht finanziert. Die 5 Unterstützer hatten zusammen ein Budget von 7’413.10 CHF und konnten damit die benötigten 15’900 CHF nicht decken.,"Outcome for “Konzertreihe Tuba” (117): The project was not funded by MES. Its 5 supporters had a combined budget of 7,413.10 CHF, which was not enough to cover the required 15,900 CHF.",1,4,2,0,7413.102453102454,2650.0
14,13,103,Listening Sessions,8500,6,4,0.429,,No,No,Agree,3,"Mehrere Personen fanden die Idee der Listening Sessions spannend, hatten aber Fragen dazu, wie viele Treffen genau stattfinden und wie viele Menschen damit tatsächlich erreicht werden. Vier von sieben Personen unterstützten das Projekt, doch ihr gemeinsames Budget von rund 5'200 CHF reichte nicht aus, um die beantragten 8'500 CHF zu decken. Deshalb konnte Listening Sessions in diesem Verfahren nicht finanziert werden.","Several people found the idea of the listening sessions interesting, but had questions about how many meetings were planned and how many people would really be reached. Four out of seven people supported the project, but their combined budget of about CHF 5,200 was not enough to cover the requested CHF 8,500. For this reason, Listening Sessions could not be funded in this process.","Das Projekt verzeichnet mit 4 von 7 Stimmen eine solide Zustimmung und damit eine eher positive Gesamtbewertung, was sich auch in der durchschnittlichen Punktzahl von 0.43 widerspiegelt. Kritisch angemerkt wird, dass mit den geplanten 6 Veranstaltungen nur rund 120 Personen erreicht werden und die Zielgruppe als sehr spezifisch wahrgenommen wird, was aus Sicht einiger nicht optimal zum ersten Schwerpunkt passt. Zudem besteht Unklarheit darueber, wie viele Treffen insgesamt tatsaechlich geplant sind. Insgesamt wird das Projekt tendenziell positiv bewertet, bei gleichzeitigem Wunsch nach klareren Angaben zu Umfang und Reichweite.","The project receives solid support, with 4 out of 7 voters in favor, reflecting an overall rather positive assessment, which is also mirrored in the mean score of 0.43. Critical remarks focus on the fact that the 6 planned events would reach only about 120 people and that the target group is seen as very specific, which some consider not entirely in line with the first thematic focus. There is also uncertainty about how many meetings are actually planned in total. Overall, the project is viewed somewhat positively, while there is a desire for clearer information on scope and reach.","Ergebnis für 'Listening Sessions' (103): Das Projekt wurde von MES nicht finanziert. Die 4 Unterstuetzerinnen und Unterstuetzer verfuegten zusammen ueber ein Budget von 5207.73 CHF, was nicht ausreichte, um die beantragten 8500 CHF zu decken.","Outcome for 'Listening Sessions' (103): The project was not funded by MES. Its 4 supporters had a combined budget of 5207.73 CHF, which was not enough to cover the requested 8500 CHF.",2,2,3,0,5207.734487734488,1416.67
15,7,068,Bright Hours,15000,7,6,0.857,,No,No,Agree,3,"Viele fanden das Projekt wichtig, weil es Lebensfreude und soziale Kontakte in Alterszentren bringt, und sahen es als gute Mischung aus Kultur und sozialem Engagement. Gleichzeitig wurde hinterfragt, ob die Zielgruppe wirklich zum Förderfokus passt und ob das Projekt auch ohne Unterstützung umgesetzt werden kann. Obwohl 6 von 7 Personen das Projekt unterstützten, reichten ihre zusammen rund 7'300 CHF nicht aus, um die Kosten von 15'000 CHF zu decken, weshalb es im MES nicht finanziert wurde.
","Many people saw this project as valuable because it brings joy and social contact to retirement homes, and as a meaningful mix of culture and social engagement. At the same time, some questioned whether the target group really fits the funding focus and noted that the project would likely take place even without support. Although 6 out of 7 people supported the project, together they had only about CHF 7,300 available compared to the CHF 15,000 cost, so the MES could not fund it.","Die Zustimmung zum Projekt ist mit 6 von 7 Stimmen sehr hoch bzw. nahezu einstimmig. Quantitativ wird das Projekt klar positiv bewertet (mittlere Bewertung 0.86). In den Kommentaren wird es als gelungene Verbindung von Kultur (Zirkus, Clowns) und sozialem Engagement beschrieben. Kritische Punkte betreffen eher die Ausrichtung: Die Aufführungen finden in Alterszentren statt und brauchen daher aus Sicht der Kommentierenden keine öffentliche Plakatwerbung, und die Zielgruppe wird nicht primär bei Menschen mit Migrationshintergrund gesehen. Zudem wird angemerkt, dass das Projekt vermutlich auch ohne Unterstützung des Komitees stattfinden würde. Insgesamt ist die Stimmung deutlich positiv, mit einigen Hinweisen zur Zielgruppe und zur Notwendigkeit der Förderung.","Support for the project is very high, with 6 out of 7 voters in favor, i.e. nearly unanimous approval. Quantitatively, the project is clearly rated positively (mean score 0.86). In the comments, it is described as a successful combination of culture (circus, clowns) and social engagement. Critical remarks focus more on its orientation: performances take place in care homes and therefore, in the commenters’ view, do not require public poster advertising, and the primary target group is not seen as people with a migration background. It is also noted that the project would likely take place even without the committee’s funding. Overall, the sentiment is clearly positive, with some reservations about target group alignment and the necessity of funding.","Das Projekt «Bright Hours» (068) wurde vom MES nicht finanziert. Die sechs Unterstuetzer brachten gemeinsam 7’293.62 CHF auf, was nicht ausreichte, um das Budget von 15’000 CHF zu decken.","The project “Bright Hours” (068) was not funded by MES. Its six supporters had a combined budget of 7,293.62 CHF, which was insufficient to cover the required 15,000 CHF.",1,5,1,0,7293.6219336219365,2142.86
16,15,134,Time Traces,9200,5,4,0.286,,No,No,Agree,3,"Mehrere Personen fanden die Konzertreihe inhaltlich spannend, hatten aber Fragen zur hohen Gesamtsumme, zu Kosten für Übernachtung/Verpflegung und zur Ausrichtung auf eine eher eingeschränkte, eher ältere Zielgruppe. Insgesamt war die Unterstützung mit 4 von 7 Personen zwar relativ gut, aber diese Gruppe hatte zusammen nur rund 5'000 CHF zur Verfügung, während das Projekt 9'200 CHF gekostet hätte. Deshalb konnte das Projekt im Verfahren nicht finanziert werden, obwohl es bei einigen gut ankam.","Several people found the concert series artistically interesting, but raised questions about the high total budget, the costs for accommodation/food, and the rather limited, older target audience. Overall, support was relatively good, with 4 out of 7 people in favor, but this group together had only about CHF 5,000 available, while the project cost CHF 9,200. For this reason, the project could not be funded in the process, even though some participants liked it.","Die Konzertreihe 'Time Traces' erhaelt mit 4 von 7 Stimmen eine solide Mehrheit und damit eine klar eher positive Gesamtbewertung, auch wenn der durchschnittliche Punktescore moderat ausfaellt. In den Kommentaren werden vor allem Budgetfragen kritisch diskutiert: Es wird eine Reduktion des Budgets (insbesondere bei Uebernachtung und Verpflegung) angeregt sowie hinterfragt, ob das Projekt bei Nichtfinden weiterer Mittel fortgefuehrt werden kann. Zudem gibt es Vorbehalte gegen auslaendische Kuenstlerinnen und Kuenstler und Skepsis bezüglich der Zielgruppe, die als eher aelter und begrenzt eingeschaetzt wird. Gleichzeitig werden der Umfang mit 12 Konzerten und der strukturierte Aufbau (z.B. Archiv, Vermittlung und Folgeprojekte) anerkannt. Insgesamt ueberwiegt die Zustimmung, waehrend sich der kritischere Teil der Rueckmeldungen vor allem auf die Hoehe und Struktur des Budgets sowie die Reichweite der Zielgruppe konzentriert.","The concert series 'Time Traces' receives a solid majority with 4 out of 7 votes, indicating an overall rather positive assessment, even though the average score is moderate. The written feedback focuses mainly on critical questions about the budget: a reduction of costs (especially accommodation and catering) is suggested, and there is concern about whether the project can continue if no additional funding is secured. There are also reservations about involving foreign artists and skepticism regarding the target audience, which is seen as relatively older and limited in reach. At the same time, the scope of 12 concerts and the structured concept (e.g., archive, outreach, and follow-up projects) are acknowledged. Overall, support outweighs criticism, while the more critical remarks concentrate primarily on the budget level and structure as well as the project’s audience reach.","Das Projekt ""Time Traces"" (134) wurde nicht vom MES finanziert. Die 4 Unterstuetzer verfuegten zusammen ueber ein Budget von 5039.25 CHF, was nicht ausreichte, um die erforderlichen 9200 CHF zu decken.","The project ""Time Traces"" (134) was not funded by MES. Its 4 supporters had a combined budget of 5,039.25 CHF, which was not enough to cover the required 9,200 CHF.",1,3,3,0,5039.24963924964,1840.0
17,18,050,Kurzfilmprogramm Fokus,30000,5,4,0.143,,No,No,Agree,3,"Mehrere Personen fanden die Idee eines Pop-up Kinos originell und passend zu ""Öffentlichkeit"" und ""Personenvielfalt"", stellten aber Aufwand und Ertrag in Frage und wollten das Budget eher kürzen oder über Eintrittsgelder und andere Geldquellen mitfinanzieren. Obwohl 4 von 7 Personen das Projekt unterstützten, hatten sie zusammen nur rund 4'000 CHF Budget zur Verfügung – deutlich weniger als die benötigten 30'000 CHF –, weshalb das Projekt im Verfahren nicht finanziert werden konnte.","Several people found the idea of a pop-up cinema original and a good fit for ""public space"" and ""diversity of people"", but questioned whether the effort matched the benefit and suggested reducing the budget or co-funding it through ticket income and other sources. Although 4 of 7 people supported the project, together they had only about CHF 4,000 available – far below the required CHF 30,000 – so the project could not be funded in the process.","Das Projekt geniesst mit 4 von 7 Stimmen eine klare Mehrheit und damit eine deutlich positive Grundhaltung. In den Kommentaren wird die Idee als ansprechend, originell und gut passend zu den Zielen ""Öffentlichkeit"" und ""Personenvielfalt"" beschrieben. Gleichzeitig wird mehrfach angeregt, das Budget etwas zu kürzen bzw. stärker durch andere Finanzierungsquellen (z.B. Eintrittsgelder, Kollekte) zu ergänzen, da Aufwand und Ertrag kritisch hinterfragt werden. Insgesamt ist die Bereitschaft zur Unterstützung klar erkennbar, bei gleichzeitiger Erwartung einer moderaten Budgetreduktion und einer sorgfältigen Ausgestaltung des Formats (Grösse/ Kapazität des Pop-up-Kinos, Verhältnis Kosten–Nutzen).","With 4 out of 7 votes, the project enjoys a clear majority and thus a distinctly positive overall stance. In the comments, the idea is described as appealing, original and well aligned with the aims of ""public visibility"" and ""diversity of people"". At the same time, several voters suggest a moderate budget reduction and stronger use of other funding sources (e.g. ticket income, collection), as the balance between effort and benefit is questioned. Overall, there is clear willingness to support the project, combined with an expectation of a somewhat leaner budget and a careful design of the format (size/capacity of the pop-up cinema, cost–benefit ratio).","Das Projekt ""30 Jahre Kurzfilmprogramm Fokus – Ein Pop-up Kino für Winterthur"" (050) wurde von MES nicht finanziert. Die 4 Unterstuetzer verfuegten zusammen ueber ein Budget von 4’031.69 CHF und konnten damit die erforderlichen 30’000 CHF nicht decken.","The project ""30 Jahre Kurzfilmprogramm Fokus – Ein Pop-up Kino für Winterthur"" (050) was not funded by MES. Its 4 supporters had a combined budget of 4,031.69 CHF, which was not sufficient to cover the required 30,000 CHF.",1,3,2,1,4031.6883116883114,6000.0
18,19,131,Diskursformat neue Performances,13500,5,3,0.0,,No,No,Agree,3,"Einige Personen fanden das Projekt öffentlich relevant und mochten die Idee, dass es Menschen zum Lächeln bringen kann, fragten aber nach mehr Kontext und verstanden einzelne Aspekte wie die fünf Jahre nicht ganz. Insgesamt unterstützten nur 3 von 7 Personen das Projekt klar, und weil sie zusammen deutlich weniger Budget hatten als die benötigten 13'500 CHF, konnte es im Verfahren nicht finanziert werden.","Some people felt the project was relevant for the public and liked the idea that it could make people smile, but they asked for more context and were unsure about aspects like the five-year duration. In total, only 3 out of 7 people clearly supported the project, and because their combined budget was far below the required 13,500 CHF, it could not be funded in the process.","Die Zustimmung zum Projekt ist mit 3 von 7 Stimmen relativ hoch. Die durchschnittliche Bewertung von 0.00 spiegelt eine gewisse Ambivalenz wider, dennoch überwiegt die proportionale Zustimmung. In den Kommentaren wird positiv hervorgehoben, dass das Projekt öffentlich wirksam ist und Menschen zum Laecheln bringen kann. Kritisch angemerkt werden der hohe Anteil der Kosten fuer die Schilderherstellung, der unklare Bezug zur Projektidee sowie der fehlende Kontext der Neonschrift und die nicht klar nachvollziehbare Dauer von fuenf Jahren. Insgesamt zeigt sich ein eher wohlwollendes, aber kontext- und kostenkritisches Stimmungsbild.","Support for the project is relatively high with 3 out of 7 votes in favor. The mean score of 0.00 indicates some ambivalence, but the proportional support is still notable. In the comments, people appreciate that the project is aimed at the public and can make people smile. On the critical side, they point to the high share of costs for producing the signs, the unclear connection between the sign and the broader project idea, the lack of contextual explanation for the neon text, and the not well-understood five-year duration. Overall, the sentiment is cautiously positive but critical regarding context and costs.",Das Projekt 'Diskursformat neue Performances' (131) wurde nicht vom MES finanziert. Die drei Unterstuetzer verfuegten zusammen ueber ein Budget von 3699.45 CHF und konnten damit die erforderlichen 13500 CHF nicht decken.,"'Diskursformat neue Performances' (131) was not funded by MES. Its three supporters had a combined budget of 3,699.45 CHF, which was not enough to cover the required 13,500 CHF.",2,1,3,1,3699.4516594516613,2700.0
19,17,099,Gespräche und Begegnung,28200,5,5,0.143,,No,No,Agree,3,"Die Idee für spontane Begegnungen am Tisch fand bei den Teilnehmenden durchaus Anklang, aber es gab Fragen zur Umsetzbarkeit: Wie stark ist man von der Gastronomie abhängig, machen die Betriebe mit, und gibt es genug Menschen, die das Angebot wirklich nutzen würden? Obwohl 5 von 7 Personen das Projekt unterstützten, reichte ihr gemeinsames Budget von rund 6'000 CHF nicht, um die Projektkosten von 28'200 CHF zu decken, weshalb das Projekt im Verfahren nicht finanziert werden konnte.","People generally liked the idea of shared tables for spontaneous social encounters, but they raised concerns about how realistic it is: strong dependence on restaurants, whether the businesses would really join, and whether enough guests and passers-by would use the offer. Even though 5 out of 7 participants supported the project, their combined budget of about CHF 6,000 was far below the total project cost of CHF 28,200, so the project could not be funded in this process.","Die Zustimmung zum Projekt ist mit 5 von 7 Stimmen sehr hoch und zeigt eine beinahe einhellige Unterstuetzung. Die quantitative Bewertung (Durchschnittsscore 0.14) ist zwar eher verhalten, wird jedoch vom klar positiven Verhaeltnis der Ja-Stimmen uebertroffen. In den Kommentaren werden vor allem pragmatische Bedenken geaeussert: Das Budget koennte moeglicherweise reduziert werden, und es bestehen Fragen zur Abhaengigkeit von der lokalen Gastronomie (Bereitschaft zur Mitarbeit, moegliche Kostenbeteiligung, konkreter Mehrwert fuer Betriebe). Zudem wird in Frage gestellt, ob das Konzept bereits ausreichend getestet oder weiterentwickelt wurde und ob es genug interessierte Personen gibt, die tatsaechlich am Austausch teilnehmen moechten. Insgesamt ueberwiegt die grundsaetzliche Zustimmung deutlich, bei gleichzeitigem Hinweis auf Optimierungsbedarf in der Ausgestaltung und Umsetzbarkeit.","Support for the project is very high, with 5 out of 7 voters in favor, indicating nearly unanimous approval. While the mean score of 0.14 is rather cautious, the clearly positive ratio of yes-votes is the stronger signal. The written comments focus mainly on practical concerns: the budget might be reduced, and there are questions about the dependency on local gastronomy (willingness to participate, possible financial contribution, and concrete added value for businesses). It is also questioned whether the concept has been sufficiently tested or refined and whether there will be enough people genuinely interested in participating in such exchanges. Overall, the fundamental support is clearly strong, while commenters highlight the need to optimize the project’s design and feasibility.","Das Projekt ""Gespräche und Begegnung"" (099) wurde von MES nicht finanziert. Die 5 Unterstuetzerinnen und Unterstuetzer verfuegten zusammen ueber ein Budget von 5967.73 CHF und konnten damit die erforderlichen 28200 CHF nicht decken.","The project ""At the Same Table – A Project for Spontaneous Encounters and Social Exchange"" (099) was not funded by MES. Its 5 supporters had a combined budget of 5,967.73 CHF, which was not enough to cover the required 28,200 CHF.",0,5,0,2,5967.734487734488,5640.0
20,21,027,Wohnzimmer Kollektiv,20000,4,4,0.0,,No,No,Agree,3,"Mehrere Personen fanden die Idee eines offenen Wohnzimmers für Kultur im Quartier spannend und unterstützungswürdig, wünschten sich aber ein deutlich tieferes oder besser zum Start-up passendes Budget und sahen das Projekt zeitlich noch etwas früh. Obwohl 4 von 7 Personen das Projekt unterstützten, reichte ihr gemeinsames Budget von rund 4'400 CHF nicht aus, um die gewünschten 20'000 CHF zu decken, weshalb das Projekt im MES nicht finanziert wurde.","Several people liked the idea of an open living room for culture in the neighbourhood and found it worth supporting, but questioned the high budget for a start-up and felt the project was coming a bit too early. Although 4 out of 7 voters supported the project, their combined budget of about CHF 4,400 was not enough to cover the requested CHF 20,000, so the project was not funded in the MES process.","Das Projekt verzeichnet mit 4 von 7 Stimmen eine relativ hohe Zustimmungsrate. Insgesamt wird die Idee eines offenen Wohnzimmers für Kultur positiv gesehen und als bereichernd für das Quartier eingeschätzt. Die kritischen Rückmeldungen betreffen weniger den Inhalt als die Rahmenbedingungen: Einige sehen den Startzeitpunkt als etwas früh, weil das Wohnzimmer Kollektiv erst 2026 eröffnet, und empfinden das beantragte Budget als zu hoch für ein Start-up bzw. regen eine Kürzung (z.B. um rund 20 %) an. Zudem wird darauf hingewiesen, dass in der Lokstadt bereits mehrere kulturelle Veranstaltungen geplant sind und dass das Projekt eher als Teil der allgemeinen Quartierkultur denn als explizites ""Überraschungs""-Format wirkt. Insgesamt überwiegt jedoch die grundsätzliche Unterstützung, verbunden mit dem Wunsch nach einem moderateren Budget und einer stimmigen Einbettung in das bestehende Kulturangebot.","The project shows a relatively high level of approval, with 4 out of 7 votes in favor. Overall, the idea of an open living room for culture is viewed positively and is considered enriching for the neighborhood. Critical remarks focus less on the concept itself and more on the framework conditions: some see the start as somewhat premature, since Wohnzimmer Kollektiv will only open in 2026, and feel that the requested budget is high for a start-up, suggesting a reduction (e.g., by around 20%). It is also noted that there are already several cultural events planned in Lokstadt, and that the project appears more like part of the general neighborhood culture than a distinct ""surprise"" format. Overall, however, there is clear basic support, coupled with a desire for a more moderate budget and coherent integration into the existing cultural offering.",Das Projekt «Wohnzimmer Kollektiv» (027) wurde nicht vom MES finanziert. Die 4 Supporter hatten zusammen ein Budget von 4'420.55 CHF und konnten damit die erforderlichen 20'000 CHF nicht decken.,"The project “An open living room for culture – Wohnzimmer Kollektiv” (027) was not funded by MES. Its 4 supporters had a combined budget of 4,420.55 CHF, which was not enough to cover the required 20,000 CHF.",0,4,2,1,4420.54834054834,5000.0
21,20,121,Kochprojekt mit Wurzeln,7000,4,3,0.0,,No,No,Agree,3,"Einige Personen fanden die Idee der gemeinsamen Veranstaltungen mit Solinetz wichtig, fragten aber, wie viele Menschen konkret profitieren und wie öffentlich die Anlässe wirklich sind. Insgesamt haben nur 3 von 7 Personen das Projekt klar unterstützt, und das gewünschte Budget von 7'000 CHF wurde als zu hoch eingeschätzt – teilweise wäre man nur mit einer stark gekürzten Variante einverstanden gewesen. Deshalb wurde das Projekt in dieser Runde nicht finanziert.","Some people appreciated the idea of joint events with Solinetz, but questioned how many people would actually benefit and how public these events would really be. In total, only 3 out of 7 people clearly supported the project, and the requested budget of CHF 7,000 was seen as too high – some would only have agreed to a much smaller version. For these reasons, the project was not funded in this round.","Die Unterstützung für das Projekt ist mit 3 von 7 Stimmen relativ hoch, also knapp bei der Hälfte der Bewertenden. Die durchschnittliche Punktzahl liegt bei 0.00, was auf eine insgesamt verhaltene bis neutrale Bewertung hinweist. In den Kommentaren wird vor allem kritisiert, dass unklar ist, wie viele Personen von den vier Veranstaltungen konkret profitieren, wie sich der nichtöffentliche Charakter mit einem öffentlichen Rahmenprogramm vereinbaren laesst und ob sich die Zielgruppe von derjenigen des Vereins Solinetz unterscheidet. Zudem wird vorgeschlagen, das Budget um etwa 20 % zu kürzen, da die Foerderanfragen im Verhältnis als zu hoch empfunden werden. Insgesamt zeigt sich also eine gemischte, eher kritische inhaltliche Bewertung bei gleichzeitig bemerkenswertem Anteil an Ja-Stimmen.","Support for the project is relatively high at 3 out of 7 votes, i.e. close to half of all voters. The mean score of 0.00, however, indicates an overall reserved to neutral assessment. In the comments, critics mainly question how many people will concretely benefit from the four events, how a non-public event format fits with a public framework program, and whether the target group differs from that of the association Solinetz. In addition, one suggestion is to cut the budget by about 20 %, as the funding requests are perceived as disproportionately high. Overall, the sentiment is mixed and rather critical in terms of content, while still showing a notable share of yes-votes.","Das Projekt 'Kochprojekt mit Wurzeln' (121) wurde von MES nicht unterstuetzt. Die drei Unterstuetzer verfuegten zusammen ueber ein Budget von 2660.55 CHF, was nicht ausreichte, um die erforderlichen 7000 CHF zu decken.","The project 'GERICHTE UND GESCHICHTEN: A cooperation with the association Solinetz Winterthur' (121) was not funded by MES. Its three supporters had a combined budget of 2,660.55 CHF, which was not enough to cover the required 7,000 CHF.",1,2,4,0,2660.54834054834,1750.0
