Voter_ID,Project_ID,Title,Vote,Funded,Amount_Paid_CHF,Budget_Before_Step_CHF,Budget_After_Step_CHF,Voter_Endowment,Individual_Outcome_Reason_DE,Individual_Outcome_Reason_EN
MIH,134,Zeitspuren Konzertreihe,Ja,No,0.0,213.04,213.04,7000.0,"D Projekt 'Zeitspuren Konzertreihe' (134) het 9200 CHF koschtet und hed nume 4 Unterstützer gha. I dim Budget hesch du aber nur no 213.04473304473248 CHF frei gha. Fürs MES-System muess es Projekt gnueg Unterstützig übercho und au i dim verfüegbare Budget platzha. Will beides nöd der Fall isch, isch d 'Zeitspuren Konzertreihe' am Schluss nöd finanziert worde.","The project 'Zeitspuren Konzertreihe' (134) cost 9200 CHF and had only 4 supporters. Your remaining budget was just 213.04473304473248 CHF. In the MES system, a project needs enough support and it also has to fit within your available budget. Since neither condition was met, the 'Zeitspuren Konzertreihe' was ultimately not funded."
MIH,050,30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur,EherJa,No,0.0,213.04,213.04,7000.0,"Das Projekt '30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur' kostet 30000 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbleibenden Budget von 213.04473304473248 CHF hättest du alleine diesen Betrag nie decken koennen. Im MES-System werden zuerst Projekte mit genug gemeinsamer Unterstuetzung und Budget finanziert. Weil sich zu wenige Personen mit ausreichend Budget fuer dieses doch recht teure Projekt entschieden haben, hat es die Finanzierungsschwelle nicht erreicht und wurde darum nicht finanziert.","The project '30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur' costs 30000 CHF and had support from 4 people. With your remaining budget of 213.04473304473248 CHF, you could never cover this amount on your own. In the MES system, projects are funded first when there is enough shared support and budget. Because too few people with sufficient budgets chose this relatively expensive project, it did not reach the required funding level and therefore was not funded."
MIH,099,Am selben Tisch – Ein Projekt für spontane Begegnungen und sozialen Austausch,EherJa,No,0.0,213.04,213.04,7000.0,Das Projekt 'Am selben Tisch – Ein Projekt für spontane Begegnungen und sozialen Austausch' (099) kostet 28200 CHF und wurde nur von 5 Personen unterstützt. Mit deinem verbleibenden Budget von 213.04473304473248 CHF hättest du die nötigen 28200 CHF nicht decken können. Darum konnte dieses Projekt in der Auswertung deiner Stimme nicht finanziert werden.,"The project 'Am selben Tisch – A project for spontaneous encounters and social exchange' (099) costs 28200 CHF and was supported by only 5 people. With your remaining budget of 213.04473304473248 CHF, you could not cover the required 28200 CHF. Therefore, this project could not be funded in the evaluation of your vote."
MIH,027,Ein offenes Wohnzimmer für Kultur – KafiDia,EherJa,No,0.0,213.04,213.04,7000.0,"Das Projekt 'Ein offenes Wohnzimmer für Kultur – KafiDia' (027) kostet 20000 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Damit das MES ein Projekt finanzieren kann, muessen genug viele Leute dahinterstehen und gemeinsam genug Budget zuteilen. In diesem Fall haben insgesamt zu wenige Personen das Projekt unterstuetzt, und die zugesprochene Summe hat nicht gereicht, um die 20000 CHF zu decken. Auch dein eigenes uebriges Budget von 213.04473304473248 CHF haette daran nichts geaendert. Darum wurde das Projekt vom MES nicht finanziert.","The project 'Ein offenes Wohnzimmer für Kultur – KafiDia' (027) costs 20000 CHF and had 4 supporters. For the MES to fund a project, enough people must stand behind it and allocate enough of their budgets to cover the full amount. In this case, too few people supported the project overall, and the total allocated money was not enough to reach the 20000 CHF needed. Your remaining budget of 213.04473304473248 CHF would not have changed that. Therefore, the project was not funded by the MES."
MIH,121,GERICHTE UND GESCHICHTEN: Eine Kooperation mit dem Verein Solinetz Winterthur,Ja,No,0.0,213.04,213.04,7000.0,"Das Projekt 'GERICHTE UND GESCHICHTEN: Eine Kooperation mit dem Verein Solinetz Winterthur' (121) kostet 7000 CHF und hatte 3 Unterstuetzer:innen. Mit deinem verbleibenden Budget von 213.04 CHF haette dein Beitrag allein nicht gereicht, um dieses doch eher teure Projekt im Rahmen des MES noch zu finanzieren. Darum konnte es schlussendlich nicht beruecksichtigt werden.","The project 'GERICHTE UND GESCHICHTEN: Eine Kooperation mit dem Verein Solinetz Winterthur' (121) costs 7000 CHF and had 3 supporters. With your remaining budget of 213.04 CHF, your contribution alone was not enough to fund this relatively expensive project within the MES. For this reason, it ultimately could not be supported."
MIH,022,Post von Mi,EherJa,No,0.0,213.04,213.04,7000.0,"D Projekt 'Post von Mi' (022) het 25320 CHF koschtet und isch nume vo 2 Luet unterstuetzt worde. Din verblibende Budget isch 213.04473304473248 CHF gsi – das isch viel z wenig im Verglich zu de Projektkoschte. Will s Projekt so teur gsi isch, fasch kei Unterstuetzig gha het und din Budget nid gluegt het, het s MES entschiede, das Projekt nöd z finanziera.","The project 'Post von Mi' (022) cost 25320 CHF and was supported by only 2 people. Your remaining budget was 213.04473304473248 CHF, which is far too little compared to the project cost. Because the project was expensive, had almost no support, and your budget was not enough, the MES decided not to fund this project."
VAA,028,BESENKAMMERSPIELE,EherJa,Yes,636.36,7000.0,6363.64,7000.0,,
VAA,013,Inklusive lauschig-Lesungen,Ja,Yes,1454.55,6363.64,4909.09,7000.0,,
VAA,071,Chunsch z'Tisch?,Ja,Yes,1600.0,4909.09,3309.09,7000.0,,
VAA,023,Jungkunst für alle,EherJa,Yes,1428.57,3309.09,1880.52,7000.0,,
VAA,105,FRAUENSACHE/Chorische SUITE_ZH ,EherJa,Yes,333.33,1880.52,1547.19,7000.0,,
VAA,140,Euses Salzhus,Ja,Yes,1547.19,1547.19,0.0,7000.0,,
VAA,032,Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur,Ja,No,0.0,0.0,0.0,7000.0,"Das Projekt ""Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur"" (032) kostet 14970 CHF und hatte 5 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget ist bereits auf 0.0 CHF aufgebraucht. Darum konnte dieses Projekt mit deiner Stimme nicht mehr finanziert werden, auch wenn es dir vielleicht gefallen haette.","The project ""Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur"" (032) costs 14970 CHF and had 5 supporters. Your personal budget is already used up and is at 0.0 CHF. That is why this project could not be funded with your votes, even if you might have liked it."
VAA,111,HIDDEN SOUNDS,EherJa,No,0.0,0.0,0.0,7000.0,"Das Projekt 'HIDDEN SOUNDS' (111) kostet 23197 CHF und hat 6 supporters. Du hast dein Budget schon voll auf andere Projekte verteilt, drum hesch kei frieje Betrag meh gha, um au no 'HIDDEN SOUNDS' z unterschtuetze. Mit dim Budget vu 0.0 CHF isch es nümme möglich gsi, di 23197 CHF z decke, drum isch s Projekt vom MES nöd finanziert worde.","The project 'HIDDEN SOUNDS' (111) costs 23197 CHF and has 6 supporters. You had already used your full budget on other projects, so you had no money left to support 'HIDDEN SOUNDS'. With a remaining budget of 0.0 CHF, it was not possible to cover the 23197 CHF needed, so the MES did not fund this project."
VAA,062,Klangkartografien – hörbare Räume,EherJa,No,0.0,0.0,0.0,7000.0,"Das Projekt 'Klangkartografien – hörbare Räume' (062) kostet 7500 CHF und hat 5 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget ist bereits bei 0.0 CHF, darum konntest du diesem Projekt kein Geld mehr zuteilen. Weil es nur 5 Unterstuetzer hatte und dein Budget aufgebraucht war, wurde das Projekt vom MES nicht beruecksichtigt.","The project 'Klangkartografien – hörbare Räume' (062) costs 7500 CHF and has 5 supporters. Your personal budget was already at 0.0 CHF, so you could not allocate any more money to this project. Because it had only 5 supporters and your budget was used up, the MES did not fund this project."
VAA,103,ECHO – Listening Sessions & Gespräche,Ja,No,0.0,0.0,0.0,7000.0,"Das Projekt 'ECHO – Listening Sessions & Gespräche' (103) wurde nicht vom MES mitfinanziert. Es kostet 8500 CHF und hatte 4 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget ist bereits bei 0.0 CHF, darum konntest du diesem Projekt nichts mehr zuteilen. Ohne Budgetzuweisung von dir erhaelt es in deiner Auswertung keine Mittel.","The project 'ECHO – Listening Sessions & Conversations' (103) was not funded by the MES in your result. It costs 8500 CHF and had 4 supporters. Your personal budget is already at 0.0 CHF, so you could not allocate any money to this project. Without any budget from you, it does not receive funding in your outcome."
VAA,068,Freude und Heiterkeit in Alterszentren,EherJa,No,0.0,0.0,0.0,7000.0,"Das Projekt ""Freude und Heiterkeit in Alterszentren"" (068) wurde nicht vom MES beruecksichtigt. Es kostet 15000 CHF, hatte aber nur 6 Unterstuetzerinnen und Unterstuetzer. Damit war es im Vergleich zu anderen Projekten zu teuer pro Person, die es aktiv unterstuetzt hat. Zudem ist dein persoenliches Budget bereits bei 0.0 CHF, du kannst diesem Projekt also nichts mehr zuteilen. Darum konnte dieses Projekt in der aktuellen Runde nicht finanziert werden.","The project ""Joy and Cheerfulness in Senior Centers"" (068) was not funded by the MES. It costs 15000 CHF but had only 6 supporters. Compared to other projects, this made it too expensive per person actively backing it. In addition, your personal budget is already at 0.0 CHF, so you cannot allocate anything to this project. For these reasons, the project could not be financed in the current round."
VAA,050,30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur,EherJa,No,0.0,0.0,0.0,7000.0,"Du hast kein Budget mehr frei (0.0 CHF), darum konntest du dem Projekt '30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur' nicht mehr Geld zuteilen. Ausserdem wurde es insgesamt nur von 4 Personen unterstuetzt, bei Projektkosten von 30000 CHF. Im Vergleich zu anderen Projekten war die Unterstuetzung also relativ klein, weshalb es im Gesamtresultat nicht beruecksichtigt wurde.","You had no remaining budget (0.0 CHF), so you could not allocate any more money to the project '30 Jahre Kurzfilmtage – Ein Pop-up Kino für Winterthur'. In addition, it was supported by only 4 people in total, while it costs 30000 CHF. Compared with other projects, the support was relatively low, so it was not included in the final selection."
VAA,131,Das ist Meinung. Was ist Deinung?,Ja,No,0.0,0.0,0.0,7000.0,"Das Projekt 'Das ist Meinung. Was ist Deinung?' (131) kostet 13500 CHF und hatte nur 3 Unterstuetzerinnen und Unterstuetzer. Mit so wenigen Stimmen hatte es im Vergleich zu anderen Projekten zu wenig Rueckhalt. Zudem ist dein persoenliches Budget von 0.0 CHF bereits voll aufgebraucht, du konntest diesem Projekt also nichts mehr zuteilen. Darum wurde es vom MES nicht finanziert.","The project 'Das ist Meinung. Was ist Deinung?' (131) costs 13500 CHF and had only 3 supporters. With so few votes, it had too little backing compared with other projects. In addition, your personal budget of 0.0 CHF was already fully used, so you could not allocate anything to this project. That is why it was not funded by MES."
VAA,099,Am selben Tisch – Ein Projekt für spontane Begegnungen und sozialen Austausch,EherJa,No,0.0,0.0,0.0,7000.0,Das Projekt 'Am selben Tisch – Ein Projekt für spontane Begegnungen und sozialen Austausch' (099) kostet 28200 CHF und hatte 5 Unterstuetzerinnen und Unterstuetzer. Dein persoenliches Budget war leider bereits auf 0.0 CHF aufgebraucht. Darum konntest du diesem Projekt keinen weiteren Beitrag geben und es wurde in deiner Auswahl nicht finanziert.,"The project 'Am selben Tisch – Ein Projekt für spontane Begegnungen und sozialen Austausch' (099) costs 28200 CHF and had 5 supporters. Your personal budget was already down to 0.0 CHF, so you could not allocate any more funds to this project, and it was therefore not funded in your selection."
VAA,110,Von Winti-Nova bis zur Lokstadt (Arbeitstitel) – Die Verwandlung des Sulzer-Areals Stadt-Mitte von 1986 bis 2026,EherJa,No,0.0,0.0,0.0,7000.0,"Das Projekt 'Von Winti-Nova bis zur Lokstadt (Arbeitstitel) – Die Verwandlung des Sulzer-Areals Stadt-Mitte von 1986 bis 2026' (110) wurde nicht vom MES finanziert, weil dein persoenliches Budget bereits auf 0.0 CHF aufgebraucht war. Du konntest also keine weiteren 40000 CHF mehr beisteuern. Zudem hatte das Projekt nur 2 Unterstuetzerinnen und Unterstuetzer. Mit so wenigen Leuten, die Geld einsetzen, reichte die gemeinsame Finanzierung nicht aus, um das Projekt zu ermoeglichen.","The project 'Von Winti-Nova bis zur Lokstadt (working title) – Die Verwandlung des Sulzer-Areals Stadt-Mitte von 1986 bis 2026' (110) was not funded by the MES because your personal budget was already used up and stood at 0.0 CHF. This meant you could not allocate the needed 40000 CHF to it. In addition, the project had only 2 supporters. With so few people willing to commit funds, the total collected money was not enough to make the project feasible."
SEW,028,BESENKAMMERSPIELE,EherJa,Yes,636.36,7000.0,6363.64,7000.0,,
SEW,013,Inklusive lauschig-Lesungen,Ja,Yes,1454.55,6363.64,4909.09,7000.0,,
SEW,071,Chunsch z'Tisch?,EherJa,Yes,800.0,4909.09,4109.09,7000.0,,
SEW,082,"Materia - ein klanglicher und musikalischer Blick auf Material, Erde und Ambiguität des Existierens.",Ja,Yes,88.89,4109.09,4020.2,7000.0,,
SEW,053,Das gehört gehört - 2. Staffel,Ja,Yes,1217.78,4020.2,2802.42,7000.0,,
SEW,023,Jungkunst für alle,EherJa,Yes,1428.57,2802.42,1373.85,7000.0,,
SEW,105,FRAUENSACHE/Chorische SUITE_ZH ,Ja,Yes,666.67,1373.85,707.19,7000.0,,
SEW,111,HIDDEN SOUNDS,EherJa,No,0.0,707.19,707.19,7000.0,"Du hesch no 707.19 CHF Budget gha. Das Projekt 'HIDDEN SOUNDS' het aber 23197 CHF koscht und nume 6 Unterstützer gha. Mit dim verbleibende Budget hättisch also nöd chöne gnueg zahle, und s’Projekt het au sehr wenig Rückhalt gha im Vergleich zu andere. Darum isch 'HIDDEN SOUNDS' (111) nöd vo dä MES finanziert worde.","You still had 707.19 CHF left in your budget. The project 'HIDDEN SOUNDS' cost 23197 CHF and had only 6 supporters. With your remaining budget, you could not cover the cost, and the project also had very little support compared with others. That is why 'HIDDEN SOUNDS' (111) was not funded by the MES."
SEW,117,Dialogplatzkonzerte 2027,EherJa,No,0.0,707.19,707.19,7000.0,Das Projekt 'Dialogplatzkonzerte 2027' (117) kostet 15900 CHF und hatte nur 5 Unterstuetzerinnen und Unterstuetzer. Mit deinem restlichen Budget von 707.19 CHF haette es also nicht finanziert werden koennen. Im Verfahren wurden zusaetzlich zuerst Projekte mit mehr Unterstuetzung und besserer Passung zum Gesamtbudget beruecksichtigt. Darum ist dieses Projekt am Schluss nicht zum Zug gekommen.,"The project 'Dialogplatzkonzerte 2027' (117) costs 15,900 CHF and had only 5 supporters. With your remaining budget of 707.19 CHF, it could not have been funded. In the funding process, projects with more support and a better fit to the overall budget were prioritized. That is why this project was ultimately not funded."
SEW,068,Freude und Heiterkeit in Alterszentren,Ja,No,0.0,707.19,707.19,7000.0,Das Projekt 'Freude und Heiterkeit in Alterszentren' (068) kostet 15000 CHF und hatte 6 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbliebenen Budget von 707.19 CHF konntest du dieses Projekt nicht mehr voll finanzieren. Darum wurde es in der MES-Auswertung nicht beruecksichtigt.,"The project 'Joy and Cheerfulness in Retirement Homes' (068) costs 15000 CHF and had 6 supporters. With your remaining budget of 707.19 CHF, you could no longer fully fund this project. Therefore, it was not included as funded in the MES evaluation."
SEW,131,Das ist Meinung. Was ist Deinung?,EherJa,No,0.0,707.19,707.19,7000.0,"Das Projekt 'Das ist Meinung. Was ist Deinung?' (131) kostet 13500 CHF, hatte aber nur 3 Unterstuetzerinnen und Unterstuetzer. Du selber hast noch 707.1861471861481 CHF im Budget, das reicht also bei weitem nicht, um dieses einzelne Projekt allein zu tragen. Auch zusammengenommen mit den anderen Stimmen im Prozess war die Unterstuetzung zu klein im Vergleich zu anderen Projekten. Darum hat das MES dieses Projekt nicht finanziert.","The project 'Das ist Meinung. Was ist Deinung?' (131) costs 13500 CHF but had only 3 supporters. You still have 707.1861471861481 CHF in your budget, which is far from enough to cover this project on your own. Even when combined with all other votes in the process, the support for this project was too low compared with other projects. For these reasons, the MES did not fund this project."
SEW,084,VIELSINNIG & VERHANDELBAR (Arbeitstitel),EherJa,No,0.0,707.19,707.19,7000.0,"SEW, dis verblibends Budget isch 707.19 CHF, aber s Projekt kostet 4000 CHF. Das heisst, du chasch’s gar nöd voll finanziere. U dezue het ‘VIELSINNIG & VERHANDELBAR (Arbeitstitel)’ nume 2 Unterstützerinnen oder Unterstützer. Im Vergliich zu andere Projekt isch das sehr wenig, drum isch s Geld lieber dezue bruucht worde, Projekt z fördere, wo meh Lüüt wichtig sind und wo mit dim Budget überhaupt chönd ganz oder zum grosse Teil zahlt wärde.","SEW, your remaining budget is 707.19 CHF, but the project costs 4000 CHF. That means you cannot fully fund it. On top of that, “VIELSINNIG & VERHANDELBAR (working title)” has only 2 supporters. Compared to other projects this is very few, so the money was used instead to support projects that matter to more people and that can actually be fully or largely covered with your budget."
NAK,028,BESENKAMMERSPIELE,Ja,Yes,1272.73,7000.0,5727.27,7000.0,,
NAK,013,Inklusive lauschig-Lesungen,Ja,Yes,1454.55,5727.27,4272.73,7000.0,,
NAK,071,Chunsch z'Tisch?,EherJa,Yes,800.0,4272.73,3472.73,7000.0,,
NAK,053,Das gehört gehört - 2. Staffel,Ja,Yes,1217.78,3472.73,2254.95,7000.0,,
NAK,023,Jungkunst für alle,EherJa,Yes,1428.57,2254.95,826.38,7000.0,,
NAK,032,Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur,Ja,No,0.0,826.38,826.38,7000.0,"Projekt 032 'Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur' het 14970 CHF koschtet, aber nume 5 Unterstützer gha. Für s MES-Budget isch wichtig, dass möglichst viu Lüüt e Projekt wend und dass mer mit em verfüegbare Geld so vil Wirkung wie möglech erziehlt. Bi dere hohe Summer und de sehr chline Zahl a Unterstützer isch s Projekt drum nöd i d Förderig cho. Din verblibender Stimmbetrag isch 826.3780663780656 CHF, du chasch dä Betrag no für anderi Projekt iigsetze, wo vil meh Rückhalt i de Bevölkerig gha hend.","Project 032 'Kulthur – Bunte Kulturstadt Winterthur | Kulturstadtkarte für Winterthur' cost 14970 CHF but had only 5 supporters. For the MES budget it is important that as many people as possible want a project and that the available money creates as much impact as possible. With such a high amount and such a very small number of supporters, the project was therefore not funded. Your remaining voting budget is 826.3780663780656 CHF, which you can still allocate to other projects that had much broader support."
NAK,111,HIDDEN SOUNDS,Ja,No,0.0,826.38,826.38,7000.0,"Du hesch no 826.38 CHF im Budget gha. Das Projekt ""HIDDEN SOUNDS"" het aber 23197 CHF koschtet und nur 6 Supporter gha. Bi mim Vergabe-System muess i luege, mit wie wenig Geld mer möglichst viu vo dine bevorzugte Projekte chönd finanzieren. Will dä Betrag so hoch isch und so wenig Lüüt s Projekt unterstützt händ, hätt dini Unterstützig da drzu gfüehrt, dass wenigeri anderi Projekt chönd hätted zahlt werde. Drum isch ""HIDDEN SOUNDS"" am Schluss nöd finanziert worde.","You still had 826.38 CHF left in your budget. But the project ""HIDDEN SOUNDS"" cost 23197 CHF and had only 6 supporters. In my allocation system, I have to look at how to fund as many of your preferred projects as possible with the limited money. Because this amount was very high and so few people supported the project, using your money here would have meant fewer of your other preferred projects could be funded. That’s why ""HIDDEN SOUNDS"" was not funded in the end."
NAK,057,Blütenzeit,EherJa,No,0.0,826.38,826.38,7000.0,"Das Projekt 'Blütenzeit' (057) kostet 11920 CHF und wurde nur von 5 Personen unterstuetzt. Mit deinem restlichen Budget von 826.3780663780656 CHF hättest du allein die 11920 CHF sowieso nicht decken koennen. Auch zusammen mit anderen reichte die Unterstuetzung nicht: Bei so wenigen Unterstuetzenden haette man sehr viel Geld pro Person gebraucht, um das Projekt voll zu finanzieren. Darum wurde 'Blütenzeit' in dieser Runde nicht beruecksichtigt.","The project 'Blütenzeit' (057) costs 11920 CHF and was supported by only 5 people. With your remaining budget of 826.3780663780656 CHF, you could not have covered the 11920 CHF on your own anyway. Even together with others, the support was not enough: with so few supporters, each person would have had to give a lot of money to fully fund the project. That is why 'Blütenzeit' was not funded in this round."
NAK,062,Klangkartografien – hörbare Räume,EherJa,No,0.0,826.38,826.38,7000.0,"Das Projekt ""Klangkartografien – hörbare Räume"" (062) kostet 7500 CHF und hatte 5 Unterstuetzerinnen und Unterstuetzer. Mit deinem verbleibenden Budget von 826.3780663780656 CHF haette deine Stimme allein nicht gereicht, um das Projekt zu finanzieren. Im MES-Verfahren werden zuerst jene Projekte gestaerkt, die mit dem verfügbaren Gesamtbudget und der Anzahl Unterstuetzerinnen und Unterstuetzer voll gedeckt werden koennen. Dabei hatten andere Projekte im Vergleich mehr Unterstuetzung oder passten besser ins Budget. Darum wurde dieses Projekt am Schluss nicht beruecksichtigt, obwohl es einige Stimmen erhalten hat.","The project ""Klangkartografien – hörbare Räume"" (062) costs 7500 CHF and had 5 supporters. With your remaining budget of 826.3780663780656 CHF, your vote alone was not enough to get the project funded. In the MES procedure, projects are selected so that, with the total available budget and the number of supporters, they can be fully financed. Other projects had relatively more support or fit better into the budget. For that reason, this project was ultimately not funded, even though it did receive some votes."
